s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANOL,MLR_PRODUCTS,MLR_WATER VAPOR
 4.5005432E+001, 1.2665055E+001,-3.0899595E+000,-4.6966836E-002,-3.4936825E+000, 3.5904880E-004, 0.0000000E+000, 0.0000000E+000, 5.7202274E+000, 6.0348051E+000, 0.0000000E+000, 6.0521312E-004, 0.0000000E+000, 0.0000000E+000
 4.5602501E+001, 1.2725098E+001,-3.1218061E+000,-4.7898316E-002,-3.5382430E+000, 3.5738795E-004, 0.0000000E+000, 0.0000000E+000, 5.8762170E+000, 6.0175078E+000, 0.0000000E+000, 6.0629286E-004, 0.0000000E+000, 0.0000000E+000
 4.6204823E+001, 1.2740684E+001,-3.1287324E+000,-4.7656404E-002,-3.5935106E+000, 3.6081358E-004, 0.0000000E+000, 0.0000000E+000, 5.8255725E+000, 5.9711457E+000, 0.0000000E+000, 6.0737847E-004, 0.0000000E+000, 0.0000000E+000
 4.6807610E+001, 1.2762892E+001,-3.1448842E+000,-4.7251498E-002,-3.6216667E+000, 3.6037249E-004, 0.0000000E+000, 0.0000000E+000, 5.7035963E+000, 5.9494496E+000, 0.0000000E+000, 6.0846721E-004, 0.0000000E+000, 0.0000000E+000
 4.7403625E+001, 1.2775758E+001,-3.1648475E+000,-4.7099839E-002,-3.6325141E+000, 3.6083347E-004, 0.0000000E+000, 0.0000000E+000, 5.6875371E+000, 5.9316579E+000, 0.0000000E+000, 6.0954891E-004, 0.0000000E+000, 0.0000000E+000
 4.8004398E+001, 1.2806381E+001,-3.1799293E+000,-4.7163135E-002,-3.6356004E+000, 3.6156856E-004, 0.0000000E+000, 0.0000000E+000, 5.6938213E+000, 5.9440496E+000, 0.0000000E+000, 6.1063411E-004, 0.0000000E+000, 0.0000000E+000
 4.8601826E+001, 1.2849304E+001,-3.1979992E+000,-4.6415300E-002,-3.6422681E+000, 3.6022403E-004, 0.0000000E+000, 0.0000000E+000, 5.6518423E+000, 5.9629816E+000, 0.0000000E+000, 6.1171483E-004, 0.0000000E+000, 0.0000000E+000
 4.9204937E+001, 1.2837940E+001,-3.2086354E+000,-4.7439958E-002,-3.6233634E+000, 3.6180256E-004, 0.0000000E+000, 0.0000000E+000, 5.5642186E+000, 5.9588627E+000, 0.0000000E+000, 6.1279906E-004, 0.0000000E+000, 0.0000000E+000
 4.9801613E+001, 1.2873650E+001,-3.2209825E+000,-4.7480089E-002,-3.6100392E+000, 3.6146155E-004, 0.0000000E+000, 0.0000000E+000, 5.5795531E+000, 5.9955101E+000, 0.0000000E+000, 6.1388413E-004, 0.0000000E+000, 0.0000000E+000
 5.0406986E+001, 1.2901630E+001,-3.2470482E+000,-4.7810953E-002,-3.6024817E+000, 3.6169871E-004, 0.0000000E+000, 0.0000000E+000, 5.5927365E+000, 6.0046513E+000, 0.0000000E+000, 6.1497295E-004, 0.0000000E+000, 0.0000000E+000
 5.1004612E+001, 1.2924387E+001,-3.2634080E+000,-4.8043078E-002,-3.6175670E+000, 3.6166567E-004, 0.0000000E+000, 0.0000000E+000, 5.5871971E+000, 5.9957310E+000, 0.0000000E+000, 6.1605642E-004, 0.0000000E+000, 0.0000000E+000
 5.1600651E+001, 1.2948216E+001,-3.2740061E+000,-4.9561615E-002,-3.6288633E+000, 3.6341367E-004, 0.0000000E+000, 0.0000000E+000, 5.7310255E+000, 5.9961489E+000, 0.0000000E+000, 6.1713955E-004, 0.0000000E+000, 0.0000000E+000
 5.2201164E+001, 1.2946461E+001,-3.2889652E+000,-4.9194820E-002,-3.6691119E+000, 3.6298178E-004, 0.0000000E+000, 0.0000000E+000, 5.6735122E+000, 5.9395520E+000, 0.0000000E+000, 6.1822061E-004, 0.0000000E+000, 0.0000000E+000
 5.2804752E+001, 1.2986078E+001,-3.3030896E+000,-4.9277331E-002,-3.7002025E+000, 3.6096403E-004, 0.0000000E+000, 0.0000000E+000, 5.6429488E+000, 5.9338700E+000, 0.0000000E+000, 6.1930677E-004, 0.0000000E+000, 0.0000000E+000
 5.3404633E+001, 1.3018202E+001,-3.3250702E+000,-4.9858372E-002,-3.7275800E+000, 3.6416497E-004, 0.0000000E+000, 0.0000000E+000, 5.6145108E+000, 5.9160572E+000, 0.0000000E+000, 6.2039823E-004, 0.0000000E+000, 0.0000000E+000
 5.4005157E+001, 1.3027585E+001,-3.3482190E+000,-4.9582014E-002,-3.7544302E+000, 3.6063635E-004, 0.0000000E+000, 0.0000000E+000, 5.6790318E+000, 5.8757142E+000, 0.0000000E+000, 6.2148026E-004, 0.0000000E+000, 0.0000000E+000
 5.4600456E+001, 1.3071450E+001,-3.3589684E+000,-4.9352067E-002,-3.8244584E+000, 3.6620807E-004, 0.0000000E+000, 0.0000000E+000, 5.5295589E+000, 5.8390370E+000, 0.0000000E+000, 6.2256320E-004, 0.0000000E+000, 0.0000000E+000
 5.5205746E+001, 1.3073769E+001,-3.3856277E+000,-4.9058336E-002,-3.8807255E+000, 3.6532627E-004, 0.0000000E+000, 0.0000000E+000, 5.3805013E+000, 5.7587227E+000, 0.0000000E+000, 6.2365173E-004, 0.0000000E+000, 0.0000000E+000
 5.5807976E+001, 1.3101329E+001,-3.3855578E+000,-4.9816083E-002,-3.8661426E+000, 3.6583196E-004, 0.0000000E+000, 0.0000000E+000, 5.4136677E+000, 5.8001781E+000, 0.0000000E+000, 6.2474130E-004, 0.0000000E+000, 0.0000000E+000
 5.6403229E+001, 1.3131595E+001,-3.4105060E+000,-5.1169572E-002,-3.8938438E+000, 3.6165113E-004, 0.0000000E+000, 0.0000000E+000, 5.4366225E+000, 5.7764373E+000, 0.0000000E+000, 6.2582151E-004, 0.0000000E+000, 0.0000000E+000
 5.7006386E+001, 1.3156557E+001,-3.4284990E+000,-5.1764271E-002,-3.8812581E+000, 3.5945310E-004, 0.0000000E+000, 0.0000000E+000, 5.5294411E+000, 5.7953953E+000, 0.0000000E+000, 6.2690748E-004, 0.0000000E+000, 0.0000000E+000
 5.7603226E+001, 1.3152217E+001,-3.4339085E+000,-5.1792056E-002,-3.8627975E+000, 3.6714225E-004, 0.0000000E+000, 0.0000000E+000, 5.4613323E+000, 5.8040860E+000, 0.0000000E+000, 6.2799243E-004, 0.0000000E+000, 0.0000000E+000
 5.8203262E+001, 1.3208257E+001,-3.4628178E+000,-5.2056221E-002,-3.8541429E+000, 3.6540782E-004, 0.0000000E+000, 0.0000000E+000, 5.4164495E+000, 5.8396059E+000, 0.0000000E+000, 6.2907382E-004, 0.0000000E+000, 0.0000000E+000
 5.8805065E+001, 1.3209893E+001,-3.4685263E+000,-5.3556911E-002,-3.8576936E+000, 3.6582381E-004, 0.0000000E+000, 0.0000000E+000, 5.5130019E+000, 5.8304820E+000, 0.0000000E+000, 6.3016128E-004, 0.0000000E+000, 0.0000000E+000
