s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANOL,MLR_PRODUCTS,MLR_WATER VAPOR
 0.0000000E+000, 0.0000000E+000,-5.4812193E-002,-1.4000050E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.4812194E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.1454111E-001, 4.8638589E+000,-1.3918000E+000,-9.4580192E-003,-8.4507419E-002, 1.2698295E-004, 0.0000000E+000, 0.0000000E+000, 2.7825625E+000, 3.3782205E+000, 0.0000000E+000, 2.8305818E-004, 0.0000000E+000, 0.0000000E+000
 1.2021035E+000, 1.3239200E+001,-2.7599069E+000,-5.3894257E-002,-1.8450759E-001, 3.7187518E-004, 0.0000000E+000, 0.0000000E+000, 9.9892657E+000, 1.0241263E+001, 0.0000000E+000, 6.4832600E-004, 0.0000000E+000, 0.0000000E+000
 1.8017415E+000, 1.6750129E+001,-2.9179804E+000,-8.7113347E-002,-2.5345836E-001, 4.5051183E-004, 0.0000000E+000, 0.0000000E+000, 1.3236451E+001, 1.3492028E+001, 0.0000000E+000, 8.1645558E-004, 0.0000000E+000, 0.0000000E+000
 2.4042046E+000, 1.8385891E+001,-3.0785873E+000,-9.4361298E-002,-3.4507183E-001, 5.0586964E-004, 0.0000000E+000, 0.0000000E+000, 1.4626512E+001, 1.4868376E+001, 0.0000000E+000, 8.7773020E-004, 0.0000000E+000, 0.0000000E+000
 3.0042555E+000, 1.8771232E+001,-3.1717664E+000,-1.0052908E-001,-7.0243245E-001, 5.1600517E-004, 0.0000000E+000, 0.0000000E+000, 1.4665996E+001, 1.4797020E+001, 0.0000000E+000, 8.9721071E-004, 0.0000000E+000, 0.0000000E+000
 3.6015608E+000, 1.8941860E+001,-3.2190661E+000,-9.9439455E-002,-8.3834456E-001, 5.1925799E-004, 0.0000000E+000, 0.0000000E+000, 1.4570889E+001, 1.4785529E+001, 0.0000000E+000, 9.0314337E-004, 0.0000000E+000, 0.0000000E+000
 4.2060242E+000, 1.8990827E+001,-3.2669651E+000,-9.7314376E-002,-1.0492653E+000, 5.0908924E-004, 0.0000000E+000, 0.0000000E+000, 1.4218489E+001, 1.4577791E+001, 0.0000000E+000, 9.0494515E-004, 0.0000000E+000, 0.0000000E+000
 4.8034954E+000, 1.8984820E+001,-3.2610835E+000,-9.6386608E-002,-1.1873897E+000, 5.1078195E-004, 0.0000000E+000, 0.0000000E+000, 1.4072999E+001, 1.4440471E+001, 0.0000000E+000, 9.0548903E-004, 0.0000000E+000, 0.0000000E+000
 5.4046040E+000, 1.8970332E+001,-3.3099648E+000,-9.5809433E-002,-1.3831789E+000, 5.0473661E-004, 0.0000000E+000, 0.0000000E+000, 1.4003008E+001, 1.4181883E+001, 0.0000000E+000, 9.0565195E-004, 0.0000000E+000, 0.0000000E+000
 6.0018654E+000, 1.9022218E+001,-3.3449755E+000,-9.4097958E-002,-1.5954371E+000, 5.0332228E-004, 0.0000000E+000, 0.0000000E+000, 1.3752892E+001, 1.3988210E+001, 0.0000000E+000, 9.0570111E-004, 0.0000000E+000, 0.0000000E+000
 6.6049051E+000, 1.9009378E+001,-3.3654943E+000,-9.1411760E-002,-1.7853119E+000, 5.0545418E-004, 0.0000000E+000, 0.0000000E+000, 1.3412182E+001, 1.3767666E+001, 0.0000000E+000, 9.0571594E-004, 0.0000000E+000, 0.0000000E+000
