s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANOL,MLR_PRODUCTS,MLR_WATER VAPOR
 0.0000000E+000, 0.0000000E+000,-5.4727103E-002,-1.4000050E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.4727105E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.1702881E-001, 5.4104975E+000,-9.4180739E-001,-5.9220147E-003,-5.5656524E-002, 1.4203386E-004, 0.0000000E+000, 0.0000000E+000, 3.2442729E+000, 4.4072537E+000, 0.0000000E+000, 3.5757278E-004, 0.0000000E+000, 0.0000000E+000
 8.0911756E-001, 1.7632478E+001,-5.0056074E+000,-5.2063916E-002,-4.9763475E-001, 4.6550539E-004, 0.0000000E+000, 0.0000000E+000, 1.1371434E+001, 1.2077638E+001, 0.0000000E+000, 8.7404206E-004, 0.0000000E+000, 0.0000000E+000
 1.2056738E+000, 2.4587155E+001,-3.3191406E+000,-1.2216489E-001,-3.6967553E-001, 6.9319090E-004, 0.0000000E+000, 0.0000000E+000, 2.0435487E+001, 2.0776867E+001, 0.0000000E+000, 1.2012709E-003, 0.0000000E+000, 0.0000000E+000
 1.6042562E+000, 2.8280756E+001,-3.8823378E+000,-1.5700952E-001,-5.6481085E-001, 7.3129784E-004, 0.0000000E+000, 0.0000000E+000, 2.3555993E+001, 2.3677329E+001, 0.0000000E+000, 1.3919266E-003, 0.0000000E+000, 0.0000000E+000
 2.0041761E+000, 3.0894788E+001,-4.0570817E+000,-1.6996335E-001,-6.9099431E-001, 7.6548881E-004, 0.0000000E+000, 0.0000000E+000, 2.5625586E+001, 2.5977514E+001, 0.0000000E+000, 1.4885430E-003, 0.0000000E+000, 0.0000000E+000
 2.4002557E+000, 3.2420119E+001,-4.2949764E+000,-1.7578662E-001,-8.5235876E-001, 8.3431048E-004, 0.0000000E+000, 0.0000000E+000, 2.6680368E+001, 2.7097832E+001, 0.0000000E+000, 1.5343488E-003, 0.0000000E+000, 0.0000000E+000
 2.8001342E+000, 3.2447189E+001,-4.3497924E+000,-1.7572140E-001,-1.4148080E+000, 8.4804582E-004, 0.0000000E+000, 0.0000000E+000, 2.5898591E+001, 2.6507715E+001, 0.0000000E+000, 1.5554799E-003, 0.0000000E+000, 0.0000000E+000
 3.2032149E+000, 3.2842816E+001,-4.4356317E+000,-1.7714224E-001,-1.6958320E+000, 8.5823647E-004, 0.0000000E+000, 0.0000000E+000, 2.5946709E+001, 2.6535068E+001, 0.0000000E+000, 1.5651797E-003, 0.0000000E+000, 0.0000000E+000
 3.6041799E+000, 3.2860908E+001,-4.4479362E+000,-1.7674561E-001,-1.8363486E+000, 8.6116372E-004, 0.0000000E+000, 0.0000000E+000, 2.5923547E+001, 2.6400738E+001, 0.0000000E+000, 1.5695550E-003, 0.0000000E+000, 0.0000000E+000
 4.0046268E+000, 3.3054103E+001,-4.4686514E+000,-1.7879040E-001,-1.9820221E+000, 8.6353651E-004, 0.0000000E+000, 0.0000000E+000, 2.6010537E+001, 2.6425503E+001, 0.0000000E+000, 1.5715115E-003, 0.0000000E+000, 0.0000000E+000
