s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,"First_Ceiling_Gas_Temperature","Fourth_Ceiling_Gas_Temperature","Second_Ceiling_Gas_Temperature","Third_Ceiling_Gas_Temperature","First_Ceiling_Gas_Temperature1","Fourth_Ceiling_Gas_Temperature1","Second_Ceiling_Gas_Temperature1","Third_Ceiling_Gas_Temperature1","0.5_TREE1_TEMPERATURE_THERMOCOUPLE","0.5_TREE1_THERMOCOUPLE","0.7_TREE1_TEMPERATURE_THERMOCOUPLE","0.7_TREE1_THERMOCOUPLE","0.9_TREE1_TEMPERATURE_THERMOCOUPLE","0.9_TREE1_THERMOCOUPLE","1.2_TREE1_TEMPERATURE_THERMOCOUPLE","1.2_TREE1_THERMOCOUPLE","1.5_TREE1_TEMPERATURE_THERMOCOUPLE","1.5_TREE1_THERMOCOUPLE","0.5_TREE2_TEMPERATURE_THERMOCOUPLE","0.5_TREE2_THERMOCOUPLE","0.7_TREE2_TEMPERATURE_THERMOCOUPLE","0.7_TREE2_THERMOCOUPLE","0.9_TREE2_TEMPERATURE_THERMOCOUPLE","0.9_TREE2_THERMOCOUPLE","1.2_TREE2_TEMPERATURE_THERMOCOUPLE","1.2_TREE2_THERMOCOUPLE","1.5_TREE2_TEMPERATURE_THERMOCOUPLE","1.5_TREE2_THERMOCOUPLE"
 7.8404753E+001, 7.8318827E+001, 7.9735391E+001, 8.2976916E+001, 8.2714066E+001, 7.0972572E+001, 7.1833943E+001, 7.3929448E+001, 7.2299644E+001, 3.0612488E+001, 3.1750797E+001, 3.5775118E+001, 3.3881168E+001, 4.7175335E+001, 4.2837851E+001, 6.5807505E+001, 5.9986690E+001, 7.1091095E+001, 6.8208126E+001, 3.0904080E+001, 3.0345581E+001, 3.7139829E+001, 3.3548420E+001, 4.6905437E+001, 4.1079498E+001, 6.9084695E+001, 6.2254981E+001, 8.4407379E+001, 7.3732242E+001
 7.8806278E+001, 7.8474893E+001, 7.9845098E+001, 8.3258340E+001, 8.2862729E+001, 7.1160911E+001, 7.1972775E+001, 7.4163396E+001, 7.2510592E+001, 3.0706724E+001, 3.1781048E+001, 3.6264555E+001, 3.4030619E+001, 4.8189716E+001, 4.3084992E+001, 6.6517863E+001, 6.0246063E+001, 7.0877348E+001, 6.8284798E+001, 3.0946459E+001, 3.0388144E+001, 3.7409984E+001, 3.3715772E+001, 4.7165580E+001, 4.1341670E+001, 6.7144514E+001, 6.2548899E+001, 8.3870976E+001, 7.4195322E+001
 7.9206211E+001, 7.8752681E+001, 7.9993355E+001, 8.3525540E+001, 8.2968043E+001, 7.1388376E+001, 7.2122416E+001, 7.4387207E+001, 7.2693133E+001, 3.0829421E+001, 3.1813966E+001, 3.6776196E+001, 3.4199062E+001, 4.9333174E+001, 4.3374390E+001, 6.7078541E+001, 6.0522894E+001, 7.0884915E+001, 6.8347177E+001, 3.0988727E+001, 3.0430907E+001, 3.7901874E+001, 3.3896782E+001, 4.7619775E+001, 4.1597146E+001, 6.3844054E+001, 6.2657484E+001, 8.2196247E+001, 7.4582847E+001
 7.9604278E+001, 7.9030065E+001, 8.0151647E+001, 8.3748462E+001, 8.3032585E+001, 7.1625634E+001, 7.2276854E+001, 7.4599566E+001, 7.2849590E+001, 3.0974330E+001, 3.1856046E+001, 3.7251279E+001, 3.4387147E+001, 5.0285083E+001, 4.3699963E+001, 6.7374745E+001, 6.0803460E+001, 7.1103896E+001, 6.8411009E+001, 3.1032177E+001, 3.0473687E+001, 3.8655255E+001, 3.4102306E+001, 4.8285448E+001, 4.1859775E+001, 6.0807910E+001, 6.2542048E+001, 8.0615759E+001, 7.4829462E+001
 8.0003909E+001, 7.9274083E+001, 8.0280898E+001, 8.3868725E+001, 8.3075840E+001, 7.1854373E+001, 7.2422165E+001, 7.4788570E+001, 7.2995548E+001, 3.1134237E+001, 3.1900587E+001, 3.7703861E+001, 3.4584847E+001, 5.0855002E+001, 4.4038018E+001, 6.7375310E+001, 6.1072677E+001, 7.1420491E+001, 6.8482800E+001, 3.1079516E+001, 3.0516764E+001, 3.9611599E+001, 3.4341521E+001, 4.8994324E+001, 4.2146417E+001, 5.9329270E+001, 6.2298303E+001, 8.0049773E+001, 7.4978053E+001
 8.0401091E+001, 7.9460585E+001, 8.0394933E+001, 8.3916246E+001, 8.3115819E+001, 7.2057745E+001, 7.2566206E+001, 7.4957495E+001, 7.3140445E+001, 3.1298652E+001, 3.1949750E+001, 3.8157847E+001, 3.4792141E+001, 5.1028924E+001, 4.4375477E+001, 6.7096287E+001, 6.1318240E+001, 7.1925399E+001, 6.8570149E+001, 3.1128765E+001, 3.0559758E+001, 4.0582677E+001, 3.4615664E+001, 4.9606530E+001, 4.2459453E+001, 5.9299846E+001, 6.2037185E+001, 8.0050422E+001, 7.5085660E+001
 8.0800934E+001, 7.9610844E+001, 8.0528799E+001, 8.3950871E+001, 8.3194099E+001, 7.2249609E+001, 7.2724191E+001, 7.5119352E+001, 7.3304215E+001, 3.1452561E+001, 3.2004686E+001, 3.8606831E+001, 3.5007839E+001, 5.0870677E+001, 4.4701699E+001, 6.6504461E+001, 6.1529698E+001, 7.2563249E+001, 6.8682890E+001, 3.1177017E+001, 3.0603518E+001, 4.1301656E+001, 3.4916783E+001, 5.0108471E+001, 4.2788891E+001, 6.1052734E+001, 6.1848280E+001, 8.0784494E+001, 7.5222033E+001
 8.1205522E+001, 7.9717362E+001, 8.0672695E+001, 8.3986808E+001, 8.3321993E+001, 7.2426030E+001, 7.2902195E+001, 7.5278536E+001, 7.3471330E+001, 3.1574640E+001, 3.2059685E+001, 3.8974843E+001, 3.5228459E+001, 5.0521467E+001, 4.5005963E+001, 6.5657383E+001, 6.1695241E+001, 7.3074182E+001, 6.8818588E+001, 3.1217294E+001, 3.0647404E+001, 4.1587282E+001, 3.5230845E+001, 5.0604964E+001, 4.3129819E+001, 6.3759217E+001, 6.1799303E+001, 8.1781939E+001, 7.5423231E+001
 8.1605747E+001, 7.9760049E+001, 8.0721154E+001, 8.4015727E+001, 8.3428760E+001, 7.2586610E+001, 7.3069444E+001, 7.5435910E+001, 7.3628901E+001, 3.1659809E+001, 3.2121183E+001, 3.9207413E+001, 3.5452808E+001, 5.0082728E+001, 4.5281845E+001, 6.4725952E+001, 6.1809941E+001, 7.3040679E+001, 6.8960642E+001, 3.1241458E+001, 3.0691683E+001, 4.1367213E+001, 3.5538332E+001, 5.1126053E+001, 4.3479964E+001, 6.5525755E+001, 6.1859084E+001, 8.2107379E+001, 7.5637768E+001
 8.2002124E+001, 7.9773416E+001, 8.0744606E+001, 8.4036637E+001, 8.3482216E+001, 7.2728662E+001, 7.3221186E+001, 7.5586529E+001, 7.3778415E+001, 3.1702804E+001, 3.2182072E+001, 3.9273768E+001, 3.5669834E+001, 4.9638933E+001, 4.5519311E+001, 6.3908429E+001, 6.1874549E+001, 7.2525000E+001, 6.9075849E+001, 3.1237495E+001, 3.0734679E+001, 4.0634791E+001, 3.5812266E+001, 5.1669030E+001, 4.3832372E+001, 6.9880869E+001, 6.2111165E+001, 8.1999836E+001, 7.5815820E+001
 8.2400062E+001, 7.9771876E+001, 8.1024375E+001, 8.4068686E+001, 8.3499892E+001, 7.2862769E+001, 7.3434267E+001, 7.5735686E+001, 7.3908141E+001, 3.1708429E+001, 3.2237677E+001, 3.9193788E+001, 3.5874496E+001, 4.9268495E+001, 4.5720242E+001, 6.3384839E+001, 6.1901849E+001, 7.1975423E+001, 6.9149824E+001, 3.1202216E+001, 3.0774471E+001, 3.9500023E+001, 3.6029598E+001, 5.2082972E+001, 4.4179850E+001, 7.2081983E+001, 6.2546422E+001, 8.1121051E+001, 7.5947264E+001
 8.2802435E+001, 7.9766093E+001, 8.1556159E+001, 8.4104549E+001, 8.3515605E+001, 7.2996393E+001, 7.3722186E+001, 7.5884663E+001, 7.4028793E+001, 3.1692659E+001, 3.2290641E+001, 3.9005804E+001, 3.6067305E+001, 4.9062331E+001, 4.5896227E+001, 6.3251051E+001, 6.1912468E+001, 7.1728754E+001, 6.9195762E+001, 3.1143843E+001, 3.0810327E+001, 3.8217093E+001, 3.6176583E+001, 5.2069792E+001, 4.4517944E+001, 7.2387436E+001, 6.3013657E+001, 7.9381600E+001, 7.6009916E+001
 8.3203260E+001, 7.9747232E+001, 8.2122700E+001, 8.4094810E+001, 8.3556767E+001, 7.3125063E+001, 7.4031035E+001, 7.6018243E+001, 7.4154171E+001, 3.1675591E+001, 3.2339418E+001, 3.8778342E+001, 3.6240831E+001, 4.9182369E+001, 4.6059493E+001, 6.3581182E+001, 6.1926732E+001, 7.1674842E+001, 6.9229713E+001, 3.1084282E+001, 3.0842061E+001, 3.7135212E+001, 3.6254944E+001, 5.1542779E+001, 4.4834739E+001, 7.1998669E+001, 6.3462637E+001, 7.8177868E+001, 7.5999547E+001
 8.3602150E+001, 7.9666146E+001, 8.2627403E+001, 8.4022686E+001, 8.3636030E+001, 7.3213383E+001, 7.4324337E+001, 7.6126101E+001, 7.4289709E+001, 3.1671340E+001, 3.2387664E+001, 3.8603824E+001, 3.6400335E+001, 4.9724166E+001, 4.6235533E+001, 6.4461779E+001, 6.1974453E+001, 7.1771439E+001, 6.9265783E+001, 3.1047941E+001, 3.0870175E+001, 3.6488558E+001, 3.6285822E+001, 5.0770385E+001, 4.5100724E+001, 7.1458031E+001, 6.3860286E+001, 7.7964802E+001, 7.5959876E+001
 8.4004908E+001, 7.9587761E+001, 8.3012695E+001, 8.3933811E+001, 8.3754484E+001, 7.3281489E+001, 7.4579091E+001, 7.6223551E+001, 7.4437876E+001, 3.1673363E+001, 3.2435715E+001, 3.8510707E+001, 3.6546958E+001, 5.0560697E+001, 4.6442241E+001, 6.5635520E+001, 6.2074849E+001, 7.2082339E+001, 6.9317287E+001, 3.1043863E+001, 3.0896256E+001, 3.6235068E+001, 3.6294256E+001, 5.0173387E+001, 4.5308559E+001, 7.0916058E+001, 6.4210904E+001, 7.8877124E+001, 7.5944788E+001
 8.4405928E+001, 7.9580505E+001, 8.3297170E+001, 8.3871743E+001, 8.3905983E+001, 7.3373382E+001, 7.4802266E+001, 7.6327985E+001, 7.4603528E+001, 3.1689393E+001, 3.2481764E+001, 3.8603324E+001, 3.6687285E+001, 5.1557256E+001, 4.6689141E+001, 6.6796792E+001, 6.2230401E+001, 7.2633026E+001, 6.9390508E+001, 3.1076935E+001, 3.0921874E+001, 3.6233256E+001, 3.6297121E+001, 4.9999122E+001, 4.5480344E+001, 6.9362052E+001, 6.4486701E+001, 8.0035357E+001, 7.5999489E+001
 8.4802037E+001, 7.9569181E+001, 8.3540687E+001, 8.3870085E+001, 8.4061458E+001, 7.3458363E+001, 7.5006720E+001, 7.6447156E+001, 7.4774803E+001, 3.1718369E+001, 3.2527222E+001, 3.8930722E+001, 3.6831158E+001, 5.2576172E+001, 4.6974596E+001, 6.7748533E+001, 6.2433337E+001, 7.3400268E+001, 6.9492499E+001, 3.1157639E+001, 3.0948624E+001, 3.6401241E+001, 3.6303860E+001, 5.0240805E+001, 4.5655909E+001, 6.7375651E+001, 6.4627310E+001, 7.9055853E+001, 7.6048325E+001
 8.5204488E+001, 7.9599405E+001, 8.3758277E+001, 8.3964395E+001, 8.4207240E+001, 7.3562008E+001, 7.5189594E+001, 7.6596312E+001, 7.4945535E+001, 3.1742163E+001, 3.2572300E+001, 3.9392039E+001, 3.6988178E+001, 5.3490627E+001, 4.7292509E+001, 6.8356694E+001, 6.2666359E+001, 7.4115910E+001, 6.9628634E+001, 3.1290241E+001, 3.0979185E+001, 3.6688706E+001, 3.6320554E+001, 5.0660329E+001, 4.5854414E+001, 6.6631865E+001, 6.4671927E+001, 7.6635576E+001, 7.6001743E+001
 8.5603785E+001, 7.9659885E+001, 8.3938097E+001, 8.4123129E+001, 8.4355253E+001, 7.3674850E+001, 7.5343529E+001, 7.6769492E+001, 7.5118747E+001, 3.1755117E+001, 3.2614823E+001, 3.9776968E+001, 3.7154871E+001, 5.4153778E+001, 4.7623363E+001, 6.8629132E+001, 6.2903769E+001, 7.4232747E+001, 6.9793346E+001, 3.1476470E+001, 3.1015629E+001, 3.7068062E+001, 3.6350266E+001, 5.1127078E+001, 4.6075871E+001, 6.6372028E+001, 6.4686015E+001, 7.5186938E+001, 7.5850457E+001
 8.6000236E+001, 7.9798334E+001, 8.4084555E+001, 8.4270637E+001, 8.4532219E+001, 7.3813680E+001, 7.5483969E+001, 7.6939181E+001, 7.5302895E+001, 3.1765838E+001, 3.2658127E+001, 3.9927803E+001, 3.7325314E+001, 5.4529504E+001, 4.7951709E+001, 6.8700146E+001, 6.3131727E+001, 7.4012915E+001, 6.9953071E+001, 3.1725166E+001, 3.1060340E+001, 3.7549083E+001, 3.6397220E+001, 5.1710147E+001, 4.6317215E+001, 6.5864826E+001, 6.4671605E+001, 7.5421656E+001, 7.5677845E+001
 8.6405187E+001, 8.0025360E+001, 8.4216764E+001, 8.4346725E+001, 8.4760197E+001, 7.3982330E+001, 7.5632320E+001, 7.7084465E+001, 7.5506488E+001, 3.1775974E+001, 3.2700960E+001, 3.9722268E+001, 3.7487765E+001, 5.4636269E+001, 4.8273734E+001, 6.8728680E+001, 6.3349739E+001, 7.4056895E+001, 7.0096721E+001, 3.2051905E+001, 3.1116726E+001, 3.8158154E+001, 3.6466896E+001, 5.2564876E+001, 4.6587756E+001, 6.5486948E+001, 6.4627905E+001, 7.6254807E+001, 7.5557524E+001
 8.6805797E+001, 8.0365464E+001, 8.4326708E+001, 8.4369631E+001, 8.5021395E+001, 7.4188364E+001, 7.5779162E+001, 7.7210317E+001, 7.5721236E+001, 3.1788064E+001, 3.2741904E+001, 3.9147936E+001, 3.7624537E+001, 5.4518803E+001, 4.8583663E+001, 6.8783674E+001, 6.3557837E+001, 7.4198332E+001, 7.0230638E+001, 3.2448143E+001, 3.1187768E+001, 3.8911573E+001, 3.6565596E+001, 5.3698097E+001, 4.6899077E+001, 6.5434566E+001, 6.4573142E+001, 7.6145646E+001, 7.5470674E+001
 8.7202915E+001, 8.0780326E+001, 8.4415433E+001, 8.4399562E+001, 8.5290788E+001, 7.4422317E+001, 7.5920058E+001, 7.7334639E+001, 7.5938360E+001, 3.1818065E+001, 3.2782752E+001, 3.8419827E+001, 3.7723592E+001, 5.4253209E+001, 4.8870208E+001, 6.8853544E+001, 6.3754497E+001, 7.4143199E+001, 7.0358464E+001, 3.2872228E+001, 3.1273165E+001, 3.9823887E+001, 3.6697271E+001, 5.5000724E+001, 4.7254164E+001, 6.5548758E+001, 6.4524753E+001, 7.5301979E+001, 7.5356323E+001
 8.7604378E+001, 8.1167927E+001, 8.4481829E+001, 8.4457316E+001, 8.5559558E+001, 7.4655985E+001, 7.6054572E+001, 7.7463145E+001, 7.6157666E+001, 3.1877275E+001, 3.2821093E+001, 3.7818807E+001, 3.7787334E+001, 5.3982030E+001, 4.9131166E+001, 6.8987672E+001, 6.3945411E+001, 7.3951776E+001, 7.0480275E+001, 3.3275602E+001, 3.1371834E+001, 4.0935555E+001, 3.6871672E+001, 5.6409603E+001, 4.7662655E+001, 6.5744839E+001, 6.4488231E+001, 7.4390158E+001, 7.5193110E+001
 8.8003425E+001, 8.1594554E+001, 8.4510990E+001, 8.4570432E+001, 8.5814331E+001, 7.4920879E+001, 7.6178464E+001, 7.7607327E+001, 7.6371075E+001, 3.1970872E+001, 3.2861303E+001, 3.7436685E+001, 3.7824641E+001, 5.3679949E+001, 4.9366060E+001, 6.9116439E+001, 6.4125598E+001, 7.3897664E+001, 7.0597200E+001, 3.3592189E+001, 3.1480713E+001, 4.2111818E+001, 3.7094978E+001, 5.7756620E+001, 4.8122225E+001, 6.6019023E+001, 6.4467247E+001, 7.3825679E+001, 7.4995497E+001
 8.8405603E+001, 8.1972634E+001, 8.4528814E+001, 8.4778963E+001, 8.6038555E+001, 7.5188989E+001, 7.6303370E+001, 7.7784547E+001, 7.6570623E+001, 3.2117726E+001, 3.2903673E+001, 3.7455050E+001, 3.7853439E+001, 5.3428520E+001, 4.9570596E+001, 6.9187461E+001, 6.4294584E+001, 7.4119088E+001, 7.0713835E+001, 3.3785912E+001, 3.1592753E+001, 4.3104324E+001, 3.7360762E+001, 5.8815911E+001, 4.8614088E+001, 6.6409007E+001, 6.4464523E+001, 7.3880818E+001, 7.4797594E+001
 8.8804756E+001, 8.2188745E+001, 8.4633550E+001, 8.5067901E+001, 8.6224332E+001, 7.5383292E+001, 7.6466366E+001, 7.7985952E+001, 7.6756669E+001, 3.2330772E+001, 3.2949092E+001, 3.7984783E+001, 3.7889371E+001, 5.3359628E+001, 4.9746990E+001, 6.9250302E+001, 6.4452818E+001, 7.4396998E+001, 7.0830940E+001, 3.3849978E+001, 3.1703335E+001, 4.3728534E+001, 3.7655871E+001, 5.9470180E+001, 4.9110459E+001, 6.6978589E+001, 6.4483703E+001, 7.4717962E+001, 7.4639883E+001
 8.9202465E+001, 8.2347887E+001, 8.4800172E+001, 8.5373516E+001, 8.6367918E+001, 7.5547111E+001, 7.6659061E+001, 7.8188591E+001, 7.6927877E+001, 3.2608577E+001, 3.3004603E+001, 3.9011546E+001, 3.7962759E+001, 5.3530510E+001, 4.9911687E+001, 6.9352878E+001, 6.4605138E+001, 7.4603417E+001, 7.0947001E+001, 3.3788041E+001, 3.1808848E+001, 4.3903463E+001, 3.7959143E+001, 5.9638921E+001, 4.9579497E+001, 6.7698411E+001, 6.4529717E+001, 7.6115704E+001, 7.4549430E+001
 8.9603183E+001, 8.2528022E+001, 8.4938238E+001, 8.5645753E+001, 8.6474408E+001, 7.5707628E+001, 7.6825929E+001, 7.8379873E+001, 7.7086229E+001, 3.2954571E+001, 3.3069944E+001, 4.0451268E+001, 3.8091032E+001, 5.3859326E+001, 5.0077301E+001, 6.9465461E+001, 6.4754091E+001, 7.4757284E+001, 7.1064260E+001, 3.3613711E+001, 3.1907423E+001, 4.3555233E+001, 3.8247382E+001, 5.9220718E+001, 5.0000511E+001, 6.8335957E+001, 6.4604190E+001, 7.7941286E+001, 7.4547775E+001
 9.0005435E+001, 8.2872495E+001, 8.5056631E+001, 8.5884943E+001, 8.6556709E+001, 7.5955339E+001, 7.6971182E+001, 7.8567802E+001, 7.7239773E+001, 3.3358914E+001, 3.3153204E+001, 4.2044104E+001, 3.8294529E+001, 5.4211603E+001, 5.0259255E+001, 6.9535414E+001, 6.4900309E+001, 7.4841166E+001, 7.1187960E+001, 3.3357476E+001, 3.1995310E+001, 4.2576668E+001, 3.8490581E+001, 5.8236942E+001, 5.0375333E+001, 6.8686863E+001, 6.4704418E+001, 7.9759657E+001, 7.4658338E+001
 9.0403679E+001, 8.3091815E+001, 8.5167227E+001, 8.6036692E+001, 8.6620830E+001, 7.6180164E+001, 7.7118178E+001, 7.8743103E+001, 7.7390003E+001, 3.3811329E+001, 3.3250602E+001, 4.3554693E+001, 3.8560385E+001, 5.4487834E+001, 5.0449400E+001, 6.9507342E+001, 6.5036086E+001, 7.4734904E+001, 7.1311566E+001, 3.3074802E+001, 3.2067520E+001, 4.1016004E+001, 3.8652865E+001, 5.6764752E+001, 5.0688016E+001, 6.8709141E+001, 6.4812275E+001, 8.1371413E+001, 7.4853653E+001
 9.0802136E+001, 8.3102564E+001, 8.5289500E+001, 8.6077879E+001, 8.6663479E+001, 7.6305942E+001, 7.7281565E+001, 7.8887914E+001, 7.7530057E+001, 3.4270566E+001, 3.3362378E+001, 4.4789731E+001, 3.8872998E+001, 5.4683995E+001, 5.0643963E+001, 6.9461373E+001, 6.5165101E+001, 7.4595164E+001, 7.1417976E+001, 3.2835611E+001, 3.2123622E+001, 3.9541270E+001, 3.8727901E+001, 5.5413806E+001, 5.0917778E+001, 6.8550812E+001, 6.4906940E+001, 8.3013835E+001, 7.5093588E+001
 9.1205607E+001, 8.3160937E+001, 8.5426175E+001, 8.6106152E+001, 8.6686253E+001, 7.6443694E+001, 7.7461589E+001, 7.9023916E+001, 7.7657301E+001, 3.4692787E+001, 3.3491316E+001, 4.5679893E+001, 3.9218139E+001, 5.4832737E+001, 5.0841451E+001, 6.9349483E+001, 6.5289584E+001, 7.4635498E+001, 7.1515382E+001, 3.2676829E+001, 3.2168608E+001, 3.8515617E+001, 3.8740893E+001, 5.4680373E+001, 5.1082380E+001, 6.8418471E+001, 6.4986925E+001, 8.4864044E+001, 7.5426385E+001
 9.1602637E+001, 8.3290383E+001, 8.5559219E+001, 8.6226928E+001, 8.6692597E+001, 7.6608508E+001, 7.7639764E+001, 7.9182217E+001, 7.7770293E+001, 3.4972795E+001, 3.3623580E+001, 4.6154299E+001, 3.9575146E+001, 5.5019248E+001, 5.1036104E+001, 6.9261703E+001, 6.5405155E+001, 7.5171410E+001, 7.1616392E+001, 3.2613406E+001, 3.2205621E+001, 3.8036836E+001, 3.8719204E+001, 5.4566747E+001, 5.1209409E+001, 6.8368339E+001, 6.5056898E+001, 8.5868714E+001, 7.5834917E+001
 9.2002990E+001, 8.3415616E+001, 8.5633985E+001, 8.6492864E+001, 8.6685808E+001, 7.6780327E+001, 7.7799288E+001, 7.9380453E+001, 7.7867390E+001, 3.5039013E+001, 3.3754389E+001, 4.6175366E+001, 3.9927820E+001, 5.5219223E+001, 5.1228069E+001, 6.9124983E+001, 6.5511694E+001, 7.6015338E+001, 7.1755311E+001, 3.2640636E+001, 3.2239715E+001, 3.8114912E+001, 3.8690456E+001, 5.4795802E+001, 5.1323245E+001, 6.8433160E+001, 6.5127604E+001, 8.6394170E+001, 7.6253059E+001
 9.2403602E+001, 8.3564848E+001, 8.5642265E+001, 8.6888786E+001, 8.6667905E+001, 7.6964859E+001, 7.7939899E+001, 7.9622845E+001, 7.7946051E+001, 3.4926637E+001, 3.3885041E+001, 4.5810220E+001, 4.0260362E+001, 5.5438246E+001, 5.1420551E+001, 6.8929635E+001, 6.5606123E+001, 7.6273032E+001, 7.1922954E+001, 3.2745337E+001, 3.2276076E+001, 3.8858308E+001, 3.8681314E+001, 5.5133485E+001, 5.1445352E+001, 6.8703362E+001, 6.5211002E+001, 8.6688215E+001, 7.6664641E+001
 9.2801097E+001, 8.3613221E+001, 8.5644380E+001, 8.7305242E+001, 8.6667048E+001, 7.7107900E+001, 7.8068664E+001, 7.9847356E+001, 7.8030716E+001, 3.4736397E+001, 3.4001723E+001, 4.5174153E+001, 4.0549751E+001, 5.5684749E+001, 5.1612347E+001, 6.8723467E+001, 6.5686909E+001, 7.6077886E+001, 7.2082303E+001, 3.2908084E+001, 3.2317376E+001, 4.0416564E+001, 3.8725928E+001, 5.5556546E+001, 5.1590407E+001, 6.8964457E+001, 6.5313050E+001, 8.6746151E+001, 7.7063323E+001
 9.3202360E+001, 8.3599135E+001, 8.5687053E+001, 8.7614780E+001, 8.6709116E+001, 7.7220191E+001, 7.8195308E+001, 8.0055982E+001, 7.8141115E+001, 3.4558474E+001, 3.4109222E+001, 4.4476415E+001, 4.0791013E+001, 5.5965335E+001, 5.1809090E+001, 6.8620289E+001, 6.5756520E+001, 7.6095617E+001, 7.2223633E+001, 3.3109340E+001, 3.2366037E+001, 4.2754360E+001, 3.8866408E+001, 5.6196305E+001, 5.1765692E+001, 6.9654930E+001, 6.5435825E+001, 8.6567305E+001, 7.7435925E+001
 9.3605507E+001, 8.3646253E+001, 8.5768594E+001, 8.7801905E+001, 8.6800984E+001, 7.7353168E+001, 7.8330652E+001, 8.0245367E+001, 7.8280559E+001, 3.4424774E+001, 3.4201374E+001, 4.4075218E+001, 4.0986855E+001, 5.6285072E+001, 5.2012112E+001, 6.8712297E+001, 6.5823320E+001, 7.6526800E+001, 7.2366580E+001, 3.3337318E+001, 3.2423329E+001, 4.5377706E+001, 3.9129705E+001, 5.7116177E+001, 5.1980993E+001, 7.2393183E+001, 6.5673404E+001, 8.6190642E+001, 7.7742654E+001
 9.4002664E+001, 8.3681934E+001, 8.5853371E+001, 8.7928304E+001, 8.6927932E+001, 7.7487283E+001, 7.8464470E+001, 8.0419786E+001, 7.8438102E+001, 3.4345603E+001, 3.4284081E+001, 4.4232116E+001, 4.1165190E+001, 5.6632958E+001, 5.2224499E+001, 6.9107787E+001, 6.5903120E+001, 7.7321250E+001, 7.2535597E+001, 3.3593765E+001, 3.2489339E+001, 4.7523467E+001, 3.9501504E+001, 5.8091038E+001, 5.2238705E+001, 7.5994257E+001, 6.6088990E+001, 8.6204878E+001, 7.8013886E+001
 9.4405335E+001, 8.3764204E+001, 8.5916196E+001, 8.8010754E+001, 8.7056340E+001, 7.7619631E+001, 7.8597519E+001, 8.0581390E+001, 7.8597996E+001, 3.4308673E+001, 3.4361268E+001, 4.4921505E+001, 4.1355786E+001, 5.7005199E+001, 5.2446290E+001, 6.9725065E+001, 6.6010970E+001, 7.8179241E+001, 7.2748892E+001, 3.3916670E+001, 3.2564938E+001, 4.8832297E+001, 3.9937113E+001, 5.8494599E+001, 5.2521221E+001, 7.8775686E+001, 6.6674221E+001, 8.6933947E+001, 7.8349151E+001
 9.4801419E+001, 8.3972498E+001, 8.5953071E+001, 8.8050974E+001, 8.7170648E+001, 7.7793589E+001, 7.8730638E+001, 8.0723581E+001, 7.8755430E+001, 3.4296856E+001, 3.4431034E+001, 4.5890035E+001, 4.1574351E+001, 5.7415422E+001, 5.2674006E+001, 7.0368229E+001, 6.6148041E+001, 7.8877561E+001, 7.3003827E+001, 3.4272597E+001, 3.2650647E+001, 4.9431815E+001, 4.0386576E+001, 5.7955263E+001, 5.2784709E+001, 7.9287706E+001, 6.7289655E+001, 8.7394571E+001, 7.8743458E+001
 9.5201220E+001, 8.4110730E+001, 8.6069761E+001, 8.8073073E+001, 8.7260402E+001, 7.7954162E+001, 7.8880638E+001, 8.0853576E+001, 7.8904032E+001, 3.4295828E+001, 3.4501069E+001, 4.6781203E+001, 4.1825610E+001, 5.7860105E+001, 5.2908777E+001, 7.0883776E+001, 6.6307826E+001, 7.9229349E+001, 7.3285924E+001, 3.4561791E+001, 3.2744277E+001, 4.9519058E+001, 4.0818328E+001, 5.6894743E+001, 5.2992864E+001, 7.8861779E+001, 6.7865685E+001, 8.6771361E+001, 7.9092962E+001
 9.5603894E+001, 8.4155285E+001, 8.6222151E+001, 8.8073592E+001, 8.7329319E+001, 7.8088975E+001, 7.9023340E+001, 8.0980375E+001, 7.9052095E+001, 3.4204280E+001, 3.4566288E+001, 4.6970278E+001, 4.2086955E+001, 5.8150418E+001, 5.3141530E+001, 7.1134796E+001, 6.6465329E+001, 7.8775653E+001, 7.3553675E+001, 3.4478708E+001, 3.2836994E+001, 4.8868441E+001, 4.1220750E+001, 5.5839456E+001, 5.3137816E+001, 7.7687929E+001, 6.8387370E+001, 8.5710585E+001, 7.9350661E+001
 9.6001947E+001, 8.2495953E+001, 8.6376064E+001, 8.8013395E+001, 8.7370494E+001, 7.7696364E+001, 7.9167067E+001, 8.1089990E+001, 7.9201195E+001, 3.3972857E+001, 3.4619386E+001, 4.6007284E+001, 4.2324035E+001, 5.7925488E+001, 5.3357323E+001, 7.0793866E+001, 6.6608696E+001, 7.7402917E+001, 7.3741243E+001, 3.4000978E+001, 3.2915864E+001, 4.7219811E+001, 4.1560922E+001, 5.4747300E+001, 5.3215861E+001, 7.5303687E+001, 6.8799810E+001, 8.4129196E+001, 7.9524635E+001
